text,airline_sentiment
"@USAirways cannot book to redeem companion fair without speaking to agent. $99 vs $1200, this is a family emergency #unacceptable",negative
@united Pay for my hotel.... I'm a broke student #help,negative
@AmericanAir now we are waiting on nitrogen for the struts and the airport nozzle is not calibrated so they are trying to find another???,negative
@United why is it so impossible to actually get a passenger AND their luggage to their final destination?,negative
"@united incompetent/rude service today. Missed my connecting flight, then the customer service desk was terrible to me. Really upset w untd.",negative
@USAirways I keep calling your help line (800) 428-4322 and it keeps saying they are too busy to help &amp; to call back Late Flightr. FOR A WEEK NOW!,negative
@SouthwestAir looks like Bellagio to me! Good luck people! See you at the show at Vinyl,positive
"@united since I have an international connection at 9am, I'm hoping for the same thing!",negative
"@JetBlue dont get me wrong i love flying with you. Tv, free bags and descent fares. The recent plane problems are just annoying.",negative
@americanair @bershawnjackson big UPS to Newark airport staff &amp;&amp; D.Dean. I was also treated lovely while I was in town. ❤❤,positive
@AmericanAir received an email requesting I call about a res. but I keep getting kicked off of your phone system. Help?,negative
@AmericanAir please DM me a way to get in touch with someone that can help. I'm platinum AA and considering quitting AA BC of this.,negative
"@united flight UA1459 sitting at newark waiting for a gate, seriously??? #threehoursLate Flight",negative
"@usairways  US1799 CLT-&gt;SFO in first no desert, no snack basket. Incoming was on time ? What’s up?",negative
"@USAirways My booked seat ended up being the last row which was labeled ""do no occupy"" had to play musical chairs for 30 mins. Unacceptable",negative
@USAirways doesn't let u do stand by on flight due to checked bag causing u to get in 5 hours Late Flightr only to get to PHL &amp; bag didn't make it,negative
"@USAirways OK, I guess the weather has been rough but I have been trying to sort out missing air-miles for days. Any suggestions?",negative
@united thnx,positive
@JetBlue is definitely my new favorite airline.,positive
"@united thank you! Good service, safe flight... 1/2 way home!",positive
@JetBlue serious attitude. I was in the fault for running a tad behind but before she even knew my name or my flight info she ASSURED Me,negative
@JetBlue ok we got as far as Atlantic City due to JFK being closed. Can you get us to HPN or LGA?? Please?,negative
"@AmericanAir I slept in the miami airport due to mechanical issues and was given 10,000 bonus miles to try and make it right. #slapintheface",negative
@AmericanAir There are only 24 hours to Cancelled Flight or change itineraries booked online and that 24 hours is just about over. Impossible scenario,negative
"@SouthwestAir: Tried for VIP Live in The Vineyard but yr site went down, by the time I got in 2 redeem pts those packages gone.",negative
@USAirways flight 1735 sitting fully loaded for over an hour. Air conditioning barely working :-(,negative
@USAirways on hold for 2 hours now have been calling since Monday! I have a flight today need help now!!! #worst #NoExcusesAccepted,negative
@JetBlue you want me to talk to the wall?,negative
"@AmericanAir that's why I'm asking for exception. Staffer moving last minute,we're a nonprofit &amp; losing $400,we just want to change ticket.",negative
@USAirways ANSWER THE BLOODY PHONE!,negative
@AmericanAir These are some awesome photos. Thanks for sharing! 😁,positive
@USAirways 4 hours on tarmac in Charleston and still can't get a response after a week. Unacceptable,negative
@united does asap mean two hours worth of delay and a return to the terminal to count the luggage a third time? #gottogetbetter,negative
"@USAirways call dropped &amp; no call back...another 45min-hour for another rep. The worst CS ever, online, by phone &amp; in person.",negative
@SouthwestAir I called the 800 # and the rep there was pleasant but less than helpful! Told me I was SOL. Train them for consistent #CX!,negative
@united thank you! Love united!! Have 4 flights today!,positive
@united I would take the $500 voucher you offered for MISCOUNTING THE # OF SEATS ON YOUR PLANE but that means I would have to fly you again,negative
@united this is not what captain said! Your 820pm flight to San Francisco is delayed due to weather. UA1416 now departs ....#failagain,negative
"@USAirways @marvinatorsb thnk you for response,all flights were full, couldn't get out until tmrw, had to Cancelled Flight and go w/other airline",negative
@AmericanAir even with calls you haven't been able to help us anyway. #nevergettinghome,negative
@AmericanAir now a delay to the rebooked flight?!,negative
@AmericanAir I'm frustrated by all of the @USAirways attitude toward #ExecPlat members. #thenewamerican,negative
@AmericanAir thanks for a Cancelled Flightled flight then a delayed flight and NOT telling us More missed work More $ on hotel #WorstCustomerService,negative
@SouthwestAir flight just Cancelled Flighted. Can you help me rebook?,negative
@USAirways Exicted to be flying with y'all soon !!,positive
@AmericanAir we had to sit in the airport a long periolodicly time. the planes were nasty,negative
@AmericanAir on hold again....estimated 2 hr hold,negative
@United UA1740. As the inbound flight dep time gets closer you push it back 15 min. You've been doing this for 2 hrs.,negative
"@united God damn fucking crew won't be here till 6:40, so you've known for over an hour and a half the flight time was bullshit.",negative
@united can you make sure I’m on the upgrade list for 2/23 EWR-PDX using my GPU priority? Got a weird email about it.,negative
"@united what, you forgot to tell them the flight was coming... Thanks for allowing me to miss my connection",negative
@united thnx,positive
@united poor old United: never seem to get the response right :),negative
@united this delay of flight UA4636 has been painful. I sure hope it doesn't cause me or my luggage) to miss my UA82 flight to New Delhi!,negative
"@united in the process of purchasing ticket, when prices changed. unbelievable. #RipOffs #PriceDiscrimination",negative
@AmericanAir great flight experience again... SFO-JFK... Dare I say it? A consistent high quality on a legacy airline? Keep it up guys!,positive
"@united missing my amazing us bank work conference, not ok.  What do I do now?????",negative
"@united I can’t go back to the airport, I’m working, and won’t have time.  Are you telling me there is seriously no other way?",negative
@United blocked me from DM'ing them because they would rather I complain about them in a public forum,negative
@USAirways flight 850. RUDE RUDE RUDE service! Awful.,negative
@united Apart from being on hold for over 2 hours and having talked to 5 people and the problem still not resolved!,negative
@SouthwestAir nothing express about your express bag drop at Phoenix Sky Harbor,negative
@united can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk,positive
"@JetBlue I now learned that customer service at SXM works for the airport, not JetBlue. They need a supervisor to do anything.",negative
@AmericanAir my flight tomorrow is Cancelled Flighted you guys just keep letting me down,negative
@USAirways thanks!,positive
@united @NY_NJairports Only at Newark can you land 15 minutes early but lose all that time waiting on tarmac for a gate.,negative
@united it's been over 3 hours...at what point do you let people off of the plane? @FoxNews @CNN @msnbc,negative
@SouthwestAir next up: enforcing your boarding procedure.,negative
@USAirways flight 413 my carryon is missing.stollen off plane or left at gate. Worst customer service. Doesn't seem to be anyone's concern.,negative
@VirginAmerica I did it but there was a problem in the link from the email for check-in. thanks,negative
Is rudeness and poor customers service a job requirement at @AmericanAir ? Been waiting 28hrs and still haven't even seen one plane😡,negative
@JetBlue That's not weather reLate Flightd.  You are just being nice and blaming the weather.  Airport just wasn't prepared. Investigation time.,negative
@united awesome new plane flight 1701,positive
@united I had planned to book additional flights tonight but after 1 1/2 hrs working on one trip I'm worn out! #EnoughIsEnough,negative
@USAirways me too!,positive
"@USAirways booked an award ticket recently, now same ticket is less miles. how do I contact you without using the online form or phone?",negative
@JetBlue thanks for the update. 'Preciate it. Hope it gets here. Been delayed 2 days getting back,negative
@USAirways @AmericanAir Day 3 &amp; still no luggage Chkd http://t.co/MbLTALr4BS STATUS=AWAITING ASGMNT TO DRIVER Since yest 10:15am,negative
@SouthwestAir why am I still in Baltimore?! @delta is doing laps around us and laughing about it. # ridiculous,negative
"@AmericanAir again, no special meal catered for me in F JFK-LAX. thankfully i'm on qantas the rest of way-i fear what youd NOT cater on that",negative
"@united landing in anchorage, then on our way to fairbanks! http://t.co/FjkvQMbmaS",positive
@USAirways I've been on hold for over 90 minutes... There's a lack of quality service here.  Nobody cares that I hate your shitty airline.,negative
@USAirways would be more pleased if you reassess your business practices.  Goal should be to have passengers on plane as little as possible,negative
@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!,negative
@USAirways still waiting! Captain reports he's called 6 times to get ground crew....and still sitting on runway. #evenLate Flightr,negative
"@AmericanAir 's computer systems are down, can't leave without a flight plan! Any ETA, American air?",negative
"@SouthwestAir Dear SWA, I fly you a lot.   Most of the time, amazing. Today: unacceptable.I am sitting here in Midway delayed 20 min....",negative
@JetBlue note the time this was taken (now at 906 am) and flight still listed as on time for 910 when I'm not onboard http://t.co/zvfmxnuELJ,negative
@united I should be fine. They automatically changed my connecting flight for me so I wouldn't miss it. A+ work.,positive
@AmericanAir I had to purchase a ticket that I never would have had to buy had the flight not been Cancelled Flightled. Terrible customer service.,negative
@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!,negative
@SouthwestAir can't update my flight online bc it's been Cancelled Flighted twice already. Going on hour 2 on hold.,negative
"@AmericanAir gotta love those skycaps, solving problems faster than anyone else in the terminal. And they did it with a smile on their face",positive
@united Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $300 voucher for an $800 fare when you've,negative
"@AmericanAir no. Booked seat in Dallas, live in Dallas. Real nice that your gate agent had exit row available told me they weren't available",negative
@AmericanAir first my sister had ZERO food in her cross country flight with no type of warning or voucher,negative
@usairways if you could change your name to @southwestair and do what they do...that'd be awesome. Also this plane smells like onion rings.,negative
"@SouthwestAir No no no. SWA low fares and on-time service is great! But manufactured quirkiness? Mmm, not so much. Signed, -CaptiveAudience",negative
"@SouthwestAir can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights.",negative
@SouthwestAir is there any estimate on when the holding for you online will end? I'm at an hour and forty minutes now. I need to rebook!!!,negative
"@AmericanAir I have been trying to speak with an agent the whole day about my Cancelled Flightled flight, what I can do?",negative
"@united nope. Called, lost the seating preference I paid for, and here I still sit. We'll see what happens w/ my flight Late Flightr.",negative
@united is by far THE WORST airline I've ever had the misfortune of flying with in all the 44 countries I've flown to!!! It's outrageous!,negative
@JetBlue just lost very loyal customers who use them 4-10 times a year.,negative
@SouthwestAir 2 hrs to put a tag on my bag sayin it should go to greenville instead of Raleigh?! ARE YOU KIDDING ME?!,negative
@JetBlue I understand but everyone said different things and there was a flight out Late Flightr that night but only one of us got to take it,negative
"@JetBlue it's been 3 hours, why have you not sent the plane from the hangar for flight 1533 at JFK? This is absolutely ridiculous.",negative
@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,negative
@AmericanAir YOU FUCKING SUCK,negative
@AmericanAir stuck on the tarmac in CLT because the our gate is not open. Hope I don't miss my connection.... #logistics #AmericanView,negative
@united I have 8 flights with you in the next two weeks :) let's make some good memories!,positive
@USAirways thanks for slowing the inbound plane down so that we didn't need to worry about 4438 EYW being Late Flight. Great holz ahead. Cheers! 😀,positive
@united Did somebody say flight upgrade?,negative
@SouthwestAir tried to rebook online but it says that I have to pay $200 for difference in price. Please help,negative
"@united she was at the service desk at gate 21, and helped us find a flight to get us to our dest. on time when our flight got Cancelled Flightled",negative
@united AND my luggage has been broken!! #youcouldntmakethis up #brokenwheel,negative
@USAirways tooooo many Cancelled Flightations! My chain of command hates me now,negative
"@SouthwestAir you call this customer service?? Sitting in the tarmack for 1hr, lost bag, and you give me a $100. voucher???",negative
@AmericanAir I called the EP line and 4 hours Late Flightr I was called back.  I sat on hold for over a hour to US Airways and then cut off,negative
@JetBlue if you want to fly in a storm that's your right. But give us the choice. We have kids and don't want to chance it. #nixchangefees,negative
@JetBlue flight from DCA to BOS has no heat #OhNo #BundleUp #Leastthebeverageswillbecold,negative
@AmericanAir You sent me a cheque today which can’t be paid into a UK bank account. VERY annoying!,negative
@USAirways using all of my monthly minute on hold with you assholes,negative
@JetBlue the departure time keeps getting Late Flightr.  I'll be lucky if I'm home by 3am,negative
"@united I need you to get my cousin to PDX, she's on 2 days of travel now and we've had to hire other sitters til she arrives, thx for that",negative
@united Thanks for the timely service &amp; great staff getting my wife and me to and from Cancun this past week for our honeymoon.,positive
"@JetBlue pilot: ""Don't worry folks there's a backup for the backup for every part of this plane."" Thanks guy",positive
"@JetBlue not to get into semantics here but ""by"" means ""within the extent or period of; during"" and it is still technically 2/19 #dictionary",negative
@united you suck. @SouthwestAir you're the best.,positive
@united flight 1491...plane from SFO to DEN is basically on time.,positive
@SouthwestAir JUST GAVE ME TICKETS TO SEE @Imaginedragons  AT @VelourLive ON SATURDAY. I CAN'T EVEN RIGHT NOW HAHA. THANK YOU!!!!,positive
@SouthwestAir 2 bags fly free!  So what's with all the carry-on's? #packingayak @BrianReganComic,negative
@JetBlue False - agent let us do an extra leg room upgrade for $ but not upgrade to mint. Poor business practices. #badcustomerservice,negative
@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,negative
@USAirways NEVER AGAIN! Worse experience in my life. http://t.co/3dDQq0gQni,negative
@united thank you! 😊,positive
"@united I will, as soon as I am done with my article.  Thanks!  ~Tom",positive
@united why do you want me to be loyal  if don't let me carry on my bag that easily fits in overhead,negative
@AmericanAir keep up the good work.  Got me to my destination safe and on time today,positive
@united thank you! My second flight I already got bumped up to 1st! Love it!,positive
"@united wasn't trying to Cancelled Flight, just trying to change my award ticket, same date and place, but thanks for sending the link, I know the fee",negative
@JetBlue CCNDJP/ I can send a screen shot of the systems error if an email address is provided,negative
"@USAirways Your customer service is  non-existent/ terrible. Dozens waiting for bags not placed on our flight, no staff anywhere #neveragain",negative
@SouthwestAir on hold for 2 hours and then you hung up 3 Cancelled Flightled flights. Running out of daycare for our kids who are trapped at home.,negative
@JetBlue @Airbus Wow what an amazing video https://t.co/dbcvEPn5QC Great world Guys #Bluemanity #CoreValues #Passion #AeroJobMarket,positive
@JetBlue shocker my flight delayed an hour. Thanks for reminding me why I switched to delta.,negative
@USAirways nope not yet...,negative
"@united awesome. Thx. And thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!",positive
@AmericanAir The wine served in USAirways flights are watered down somehow right out of the bottles.,negative
@AmericanAir thank you! My lost item was located at ORD and is being returned to me.,positive
@USAirways the disappointment was not the bag but that it arrived before me and I was kept 12 hrs without options in IAH,negative
@JetBlue thanks!! Great service in #T5 already! #lovejetBlue,positive
@united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!,positive
"@SouthwestAir flight 1613 Cancelled Flightled??? My wife is stuck in Phoenix on the way from slc to san
Thanks a lot southwest!",negative
@united thank you for listening to my compliant and doing the right thing. I appreciate you working with me,positive
@united  flight 441 on 2/4 was delayed over three hours because the pilot never showed up!,negative
@AmericanAir no space in my seat but thanks to your pilots I'm back 25mn early to Ohare!! Didn't think that was possible!! #sna2ord #1644,positive
@USAirways you airline is doing rather poor right now. In SLC waiting to take off. Was suppose to take off now 2 hours and 3 minutes ago!,negative
@SouthwestAir my rating for Southwest -9 on s scale of 1 to 10,negative
@AmericanAir How do I place it on hold and complete payment? I don't see any way to do that from my reservations page.,negative
"@eatgregeat WOW~Thx for thinking of us, Greg! Heard #SOBEWFF was amazing! We've heard the same about @JetBlue (ps thx for the info) #TeamNKH",positive
@united Bos-SF was in between waivers. Business Cancelled Flighted due to weather before/after. No flexibility/compassion in extreme circumstances = 😔,negative
".@united I think not. I'm not flying you again, if I can help it.",negative
@USAirways Total BS... I offered to pay for a full First Class airfare ..Told Sold out.. 3 seats and they gave the seats to others... #crap,negative
@SouthwestAir why are the ticketing lines in Las Vegas so unorganized??  Mass craziness. Half of the ticketing stations unmanned.,negative
"@JetBlue I want to add, my flight to Mexico was on Air Canada. Same exact situation, but with none of the problems I've had with Jet Blue.",negative
@united hey! DM not working. UA 307!,negative
"@AmericanAir oh it can get better apparently. After making us wait for a gate, psych!! Now we need you to de-ice before coming to the gate!!",negative
"@USAirways Got it, thanks!",positive
@united I hope you have a solution or insurance to cover this issue,negative
@AmericanAir right on cue with the delays👌,negative
"@AmericanAir Thanks but don't understand why they couldn't have used the tug at the next gate over, ground crew took a break? #unacceptable",negative
@united I think we both have the same status (nothing). I think there was a bug in your search system.,negative
@united please tell CLT flight 4232 needs a gate. Waiting now for 15 mins.,negative
"@AmericanAir  To add, I have to get up to go to work tomorrow am.  I don't like having to wait up until 12 or Late Flightr.  CS sucks.",negative
@united So disappointed in the service and the level of staff communication. Such a bummer.,negative
@AmericanAir you need to work harder on the disconnect between your intention and the reality your passengers face,negative
@SouthwestAir thank you! ❤️❤️❤️ you guys!,positive
"@JetBlue we've been delayed for almost 2 hrs. I take JetBlue because I've had good luck, but today is really frustrating.",negative
@united traveling with @MegZezzo who is injured. Gate agent in Chicago was awesome helping her. TY #roadwarrior,positive
@united Can i get a refund? I would like to book on a better airline.,negative
@united Lovely new plane from LGA to ORD but no power outlets?,negative
@JetBlue no baggage crew update!  Your staff is incompetent with no answers after 2 hours....,negative
"@AmericanAir Nah, just horrible dining options outside of club. Luckily Manuel in the Admirals can make a Bloody Mary.",negative
@AmericanAir No worries they called back 4 hrs Late Flightr while I was asleep and took an additional $200 fee. So by AA standards everything's gr8,negative
@USAirways She was put on hold on that number for a loooooong time too.  No help. #lostandforgotten,negative
@SouthwestAir Hi-My flight (BNA to LGA) was Cancelled Flighted this morning--#1814. Looks like other flights out of BNA are taking off. Any chance?,negative
@AmericanAir thanks to Marie for reFlight Booking Problems me and my friends!!! I'm Cali bound thanks to this sweet angel! #blessed,positive
@united a big thanks to ^MN and ^KN or patiently clarifying the United domestic world to me.,positive
@USAirways WTF is going on with the 1:30 from DC to BOS? Twice we go back back to the gate after leaving for the runway? Total BS.,negative
@united I will thank you!,positive
"@united I hadn't filed a refund claim as I was told there was no charge by your DM. This is disputed by my bank, hence why I would like(1/2)",negative
@united took this picture on Thursday. #awesome http://t.co/IVGpZSjtkW,positive
"@united I guess that's not the busiest route, so based on traffic/fuel costs, regional jet is the decision, but still not great 4 travelers.",negative
@AmericanAir awesome. Thanks!,positive
@united they held the flight for our group of nearly 20 people.,negative
"@united thanks, i made it.",positive
@SouthwestAir Scott is the best!!! Thank yo from the bottom of my heart💕#DestinationDragons with friends in LA @HayleyMad see u Friday,positive
@AmericanAir thanks  you always be my airline of choice when possible,positive
"@JetBlue Why not just take her info in the beginning and if cut off, call back? We do that in my medical practice. We are frequent flyers :(",negative
"@USAirways: u didn't bother following up, we booked with @Delta.  @Delta understands cust srv: provided lunch 4 delays &amp; upgraded seats!",negative
"@AmericanAir and feel free to email me mikehertz7@gmail.com - don't worry, we're not going anywhere but this damn Tarmac for a bit!",negative
@AmericanAir @travisamex It's not the weather. It's also gross incompetence. Understaffing. Crew forgetting to load bags. Don't duck truth.,negative
@JetBlue where is it coming from? I thought Tampa?,negative
"@USAirways first flight Cancelled Flightled, connecting flight delayed so will completely miss next connection no response on hold 2 hrs HELP me",negative
@USAirways Thank you. And thanks for being so accommodating.,positive
@USAirways you are supposed to be in the business of belong customers; not humiliating them,negative
"@united There is no ""reference number."" Your agent told me to ""just drive to the airport"" because ""I can't reach anyone there to deliver...""",negative
"@united cool, thanks.",positive
@united 2nd Late Flight flight today,negative
@JetBlue I am less concerned about the delay than I am about not being notified until I looked at the board that my flight was delayed,negative
"@USAirways @AskPayPal completed. If that's the case then why does it still say ""in progress"" on Paypal's website. I reserved on the 13th.",negative
@united thanks for the quick reply! I just fill in the form #idnumber8569822 #hopetogetanswersoon,positive
@AmericanAir This is getting a bit ridiculous when and you have made me miss 2 full days off work and had to pay for cabs back and forth,negative
@USAirways the voucher you give us for a hotel is useless you call the number they say no rooms available what do you expect me to do?,negative
@JetBlue I don't believe so. That's not what the team has told us.,negative
"@JetBlue I love flying with u, but I have a question, why is one of ur planes called ny jets",positive
@united hence why I've been asking for the customer service phone number so I can speak to a real person to get this sorted out,negative
@AmericanAir tisk tisk. Rude flight attendants yet again. I can't hang my suit up because I didn't buy first class? @Delta when will I learn,negative
"@southwestair Cancelled Flightling flights due to winter weather is totally understandable, but it would sure be nice if you would answer your phones.",negative
@AmericanAir Love the new planes for the JFK-LAX run.  Maybe one day I will be on one where the amenities all function.  #NoCharge #Ever,positive
@united flt. 4567 departure time has changed five times in the last 20 minutes. Why don't you figure out a solution and announce once?,negative
@united I'll be calling soon but going tomorrow like it shows on the app is not a good option,negative
@united just did! Thank you!,positive
"@AmericanAir 2284, four hours Late Flightrs and we are finally flying out...too bad I missed my event",negative
"@AmericanAir No, when I call AA now I can't even get on hold...can you help me?",negative
"@united so I wasted 40mins filling in 2 online forms you are telling me you didn't receive, how do I know this won't happen this time?",negative
@USAirways Well I did miss it. But gate agents had rebooked boarding pass waiting when I landed. Time for lunch &amp; a beverage. Easy cheesy,positive
"@SouthwestAir Oh no worries NL, no disappointments here. Better to have NO lounges than like #Delta who has them but does disappoint!",positive
"@USAirways i have and you have not been able to locate them, its insane. i trust you and PAY you to look after my things and you lost them.",negative
"@united don't need your apologies, need my bag. Took 56 minutes from landing to get it. Unacceptable.",negative
@SouthwestAir thank you :),positive
@JetBlue ok thanks. Safety first.,positive
@united I believe. It was Cancelled Flighted yesterday I guess. Goes back to no notification from United about Cancelled Flightlation,negative
@united Yes ! :D (Y) From @therealaviation on Instagram :),positive
"@united really, fill out a form about my flight experience? I sent an email to the 1K email address.",negative
@USAirways nothing like back to back delayed flights let hope this one isn't 12 hours like the last time.,negative
"@SouthwestAir great news for @PortColumbusCMH today. Finally, Columbus' top unserved market will have flights.",positive
"@USAirways it MIGHT have went through. No confirmation. ""Please wait"" then same form.",negative
@united I did DM the details back on 02/14 when this started with phone number to reach me no reply either online or by phone,negative
@united pls stop sending texts every 15mins saying my flight is delayed another 15mins-It's been 3hrs. I usually defend u but this is lame..,negative
@JetBlue she has...she hasn't heard from anyone in over a week. a nonstop flight and her baggage was lost/stolen. customer service 👎,negative
@SouthwestAir Thank you for the tip!,positive
@united of course but they were just as helpless as everyone else .,negative
@united what a pointless tweet. At least @AmericanAir asked me to follow them to try and resolve,negative
@united I'm DMing my info and no is assisting. My flight home left before m first flight had even landed,negative
"@USAirways We did. @AmericanAir said to open one with you, too.",negative
@USAirways once again your company actualy put people in weird situations.Your hostel voucher was fake.Snow is ok but no lies please,negative
.@AmericanAir @Kaha58 Would be nice if you could actually talk to the reserv. team...it just hangs up on you and has been since last night.,negative
"@united shes been rescheduled for today, but with the frigid cold, being a possible reason for ""maintenance"" it could be the same issue 2day",negative
@united How does that make a flight takeoff on time? And regardless it makes me Late Flight because now I have to wait for my bag at baggage claim.,negative
@SouthwestAir on hold for over an hour twice?  Terrible.,negative
@SouthwestAir Oops...no functioning bathrooms on a fairly full flight?  Hope everyone on 702 from New York can hold it.  Me included.,negative
"@AmericanAir my wife was on a flt from BRO to TUL via DFW that was Cancelled Flighted. Bought an SWA flight to get her home. Partial refund,DM me plz?",negative
@united flight 5187 to be specific. The last two were probably 30 feet apart and within sight of each other,negative
@americanair flight veers off icy runway at @dfwairport. Most DFW flights Cancelled Flighted Mon http://t.co/Q37pOWn6uv @Cowboycerrone figures right?,negative
@USAirways @SDFAirport  I really needed to be back home yesterday and at work at 9am today. Been on plane and sitting for an hour #peeved,negative
@united I'm trying your WiFi on UA1616. But sorry it really slow. Even #Spotify lagging and that isn't a hard stream.,negative
@AmericanAir Thank you!!!! I will be there to pick her up on time.,positive
@united Stop pretending you care about the welfare of my daughter. United Airlines had the opportunity to help n failed # United airlines,negative
@united yes I have &amp; they're unsure when it would come.This has never happened on any airline and my first time with @united #disappointed,negative
"@SouthwestAir thank you : 8UXZJ2
Paid for early bird and sat in back",negative
"@united customer service: 16hr delay coupon can only be redeemed on website which has $200 higher prices than Expedia, call wait time 55mins",negative
@SouthwestAir apologies are whatever. Please just deliver the bags like you said you would. Feel like employees are lying to me.,negative
@united all good man it isn't your fault that plane is having maintenance issues,positive
@JetBlue Aw okay thanks,positive
"@SouthwestAir Password reset email is incredibly slow to arrive today. Checked spam folder, too. Web site says a few minutes, but 15? :|",negative
"@SouthwestAir now we have to wait, and wait to get it straight. I fly you for personal and business. But now, not so sure. #BeBetter",negative
@AmericanAir Your people on the phone can't see those? And to have it be over $800 difference. That's a poor process then...,negative
@AmericanAir Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK http://t.co/dRW08djHAI,positive
@JetBlue thanks. I will use the extra time to do some more shopping! Did somebody say duty free?,positive
@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!,negative
@united one lady helping the 12 of us with luggage,positive
@SouthwestAir your app repeatedly crashed and failed to display my name when checking in. Was unable to use app. http://t.co/0kN7PjelZL,negative
@USAirways waiting for you to figure it out. This is unacceptable.,negative
@AmericanAir when should i expect a response from customer relations,negative
@VirginAmerica status match program.  I applied and it's been three weeks.  Called and emailed with no response.,negative
@JetBlue @Amagrino will you cover the cost of my car service waiting time?!,negative
"@SouthwestAir customer svc worse than the #WinterWeather !  Flight Cancelled Flighted, website malfunction, on hold for &gt;1:34. http://t.co/PgwUkrpMOx",negative
@SouthwestAir @dultch97 that's horse radish 😤🐴,negative
@JetBlue remember - I'm very doubtful and not very hopeful :(,negative
"Wanted to get my bag benefit, but instead get $25 pricing on all three tickets. When adding a card, MP Visa is only option. @united",negative
"@SouthwestAir in flight wifi + @TMobile wifi calling makes for the best combination. Who doesn't love texting 40,000 feet in the air :D",positive
@united Hubby made it by the skin of his teeth!   :),positive
@united If United loses your baggage they will get it to the airport in the country your in and then it disappears!,negative
"@JetBlue, my dads vacation to SXM got delayed a day because of @AmericanAir shoddy service. Earliest FLL &gt; SXM flight? trying to hep him out",negative
@AmericanAir thanks for keeping us safe,positive
@USAirways They're also saying the CLT flights are delayed but you're not showing it in your system which makes it impossible to figure out,negative
@united is 4:30am and I am in the customer service line trying not to scream. #epicfailunited,negative
"@USAirways yes, thanks but took forever",negative
@AmericanAir #AmericanAirlines says most bags left in Miami have been returned following mechanical glitch &gt;&gt; http://t.co/Ib8kyjBCJM,negative
@AmericanAir we have been sitting on the plane for over an hour. unacceptable. you have a complete disregard for customer service.,negative
@JetBlue thank you. We are finally at the gate.,positive
@united Thanks.    This one was delayed an hour and a half prior to scheduled departure.,negative
@united you already have vomit so you are halfway there,negative
"@united In 2015, United is ""unable"" to look up a flight reservation by passenger name at the YYZ check-in counter - WOW smh #customerservice",negative
"@united need to work on your #United #flierfriendly program. At the very least, clue in your flight attendants.",negative
@SouthwestAir I want one!,positive
"@USAirways Yes, ground crew finally showed up so plane could depart very Late Flight.",negative
"@JetBlue I tried! Had me running from curb-side to self-check &amp; wasting even more time. Ended up Flight Booking Problems United for $$$, am so upset",negative
"@AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal.",negative
@united I did. It took about an hour and a half though,negative
@SouthwestAir thank you so so much for sending me to LA for #DestinationDragons! Tonight is gonna rock😎,positive
@JetBlue Update please on why flight 2601 continues to be further delayed,negative
@USAirways Who intentionally buys a flight with a 10 hour layover?  And what kind of airline would charge $200 to fix it? Wow... #usairways,negative
"@americanair new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier",positive
“@united: @MelanieSpring We'll see what we can do. ^KN” We are running! Most of this plane is running. Thanks for the help!,positive
@USAirways @AmericanAir - Burned a lot of time and cell minutes working through this flight issue - hopefully we fly home in the morning.,negative
"@USAirways Nightmarish customer service. Further to that, as an elite member, I'm appalled.",negative
@USAirways thanks for getting me rescheduled on a direct flight to NOLA tonight in 10 minutes--and hopefully an hour earlier getting there!,positive
"@AmericanAir lies,lies,lies.  Worst travel experience of my life. Day 2 no clothes on vaca.  #lostluggage #unprofessional #pit #mia",negative
@VirginAmerica and it's a really big bad thing about it,negative
@usairways  my flight has been Cancelled Flightled. On hold for 2+ hrs to reschedule. Need help now.  Taking way too long http://t.co/NeHnsDCkTY,negative
@USAirways we might need a plane to get somewhere but just remember that you aren't the only choice #makeovertime#customerserviceplease,negative
"@JetBlue You can pass that along to my wife, daughter, daughter's friend, my elderly mother-in-law.  They spent several hours waiting.",negative
@SouthwestAir how you gonna Cancelled Flight my flight but run flights at the exact same time? Cmon fam,negative
@United  My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome,negative
@AmericanAir @kaps12 this is an international airline that experienced record profits last quarter. But they can't staff a call center,negative
@USAirways I've been on hold for 40 minutes just to get a receipt. I know you guys are busy but I think it's time to higher more staff!,negative
